produit,quantite,prix,region
Téléphone,9,1285.99,Centre
Téléphone,7,679.12,Est
Ordinateur,5,1059.3,Est
Imprimante,1,73.51,Sud
Téléphone,1,367.52,Centre
Imprimante,9,628.64,Est
Clavier,4,645.59,Nord
Imprimante,3,1323.71,Ouest
Scanner,5,1484.16,Centre
Imprimante,7,709.47,Est
Téléphone,7,615.83,Sud
Imprimante,5,240.5,Centre
Imprimante,8,389.41,Est
Scanner,5,252.75,Sud
Scanner,4,552.37,Ouest
Ordinateur,6,1133.63,Centre
Téléphone,3,81.77,Ouest
Ordinateur,4,1313.65,Est
Scanner,8,1097.84,Sud
Imprimante,3,584.48,Nord
Scanner,3,811.79,Ouest
Clavier,6,207.99,Est
Imprimante,8,1179.52,Sud
Ordinateur,2,1183.36,Nord
Imprimante,1,598.32,Ouest
Clavier,1,427.98,Ouest
Scanner,7,897.73,Centre
Téléphone,2,517.97,Est
Téléphone,9,1070.99,Ouest
Téléphone,4,1083.31,Nord
Scanner,7,1468.74,Centre
Téléphone,5,561.46,Est
Clavier,5,131.0,Ouest
Scanner,7,1333.13,Sud
Téléphone,9,63.82,Ouest
Ordinateur,4,698.88,Sud
Scanner,9,422.99,Ouest
Scanner,9,645.0,Centre
Imprimante,8,303.02,Nord
Téléphone,1,1027.97,Nord
Ordinateur,9,864.32,Ouest
Clavier,3,636.0,Nord
Scanner,8,1013.5,Est
Clavier,5,170.99,Nord
Clavier,6,1294.17,Ouest
Clavier,3,708.73,Sud
Imprimante,7,942.88,Nord
Clavier,2,451.18,Nord
Téléphone,3,1459.5,Ouest
Téléphone,2,704.42,Sud
Ordinateur,9,319.61,Est
Ordinateur,3,280.56,Ouest
Clavier,8,452.64,Est
Clavier,6,1170.38,Ouest
Imprimante,1,496.56,Centre
Clavier,6,169.4,Sud
Clavier,8,698.19,Sud
Clavier,3,360.74,Sud
Scanner,7,1385.34,Nord
Scanner,6,590.82,Nord
Imprimante,1,507.0,Nord
Imprimante,2,700.08,Centre
Téléphone,5,91.64,Nord
Imprimante,7,819.9,Sud
Téléphone,4,1480.83,Est
Clavier,6,547.56,Centre
Imprimante,2,1405.96,Sud
Imprimante,5,226.65,Sud
Imprimante,3,905.47,Ouest
Téléphone,1,295.7,Nord
Téléphone,6,1324.83,Centre
Ordinateur,9,1101.09,Nord
Téléphone,8,1318.84,Sud
Téléphone,4,1053.99,Est
Scanner,8,1025.06,Ouest
Imprimante,5,816.44,Nord
Téléphone,3,841.1,Ouest
Imprimante,4,1185.32,Sud
Imprimante,7,880.5,Centre
Scanner,5,677.62,Sud
Imprimante,4,1076.0,Centre
Téléphone,3,1447.77,Sud
Imprimante,3,1368.92,Est
Ordinateur,6,521.82,Nord
Ordinateur,8,611.01,Nord
Scanner,4,1438.35,Centre
Téléphone,1,387.64,Centre
Scanner,4,235.28,Centre
Ordinateur,5,740.85,Ouest
Téléphone,8,696.62,Est
Imprimante,7,844.35,Sud
Téléphone,2,96.34,Nord
Clavier,9,349.21,Est
Téléphone,3,1213.83,Centre
Imprimante,9,572.56,Est
Clavier,1,1379.0,Est
Scanner,9,874.81,Sud
Téléphone,7,80.84,Centre
Scanner,2,1468.34,Est
Téléphone,7,509.71,Ouest
Ordinateur,1,584.96,Sud
Ordinateur,3,1370.43,Ouest
Imprimante,7,1323.12,Ouest
Ordinateur,3,1043.28,Nord
Clavier,2,64.83,Est
Clavier,5,55.2,Ouest
Téléphone,3,308.46,Est
Scanner,9,1155.67,Ouest
Clavier,7,1260.68,Centre
Téléphone,1,375.95,Centre
Scanner,1,164.11,Centre
Ordinateur,6,668.91,Est
Téléphone,4,1396.91,Ouest
Scanner,1,810.51,Est
Imprimante,9,1112.78,Sud
Imprimante,2,1077.36,Nord
Clavier,1,1288.53,Nord
Scanner,3,1477.11,Nord
Imprimante,1,1471.43,Sud
Clavier,4,833.06,Ouest
Téléphone,4,533.56,Est
Téléphone,6,1192.84,Centre
Scanner,3,1068.72,Sud
Scanner,9,1186.36,Est
Scanner,6,484.98,Ouest
Scanner,7,895.55,Sud
Imprimante,6,318.54,Centre
Imprimante,9,368.29,Est
Clavier,2,585.37,Sud
Imprimante,8,1080.25,Sud
Téléphone,5,491.52,Est
Clavier,2,526.34,Est
Imprimante,7,1208.74,Centre
Scanner,5,1374.32,Centre
Imprimante,8,1267.99,Est
Ordinateur,6,317.98,Nord
Clavier,7,713.71,Sud
Imprimante,1,1069.61,Est
Imprimante,2,1082.65,Est
Téléphone,9,625.42,Nord
Scanner,7,659.77,Sud
Scanner,7,887.12,Sud
Téléphone,4,1033.09,Sud
Téléphone,4,156.51,Sud
Ordinateur,3,984.84,Centre
Clavier,4,792.76,Sud
Scanner,6,105.09,Sud
Téléphone,3,136.41,Nord
Téléphone,8,339.1,Centre
Clavier,1,565.59,Nord
Téléphone,6,1153.14,Centre
Ordinateur,2,506.39,Nord
Clavier,1,1156.93,Est
Ordinateur,4,771.83,Centre
Imprimante,6,353.51,Centre
Scanner,7,1176.63,Ouest
Téléphone,1,1097.19,Est
Clavier,3,102.24,Est
Ordinateur,6,1115.67,Ouest
Scanner,6,1019.42,Nord
Scanner,6,594.46,Nord
Téléphone,7,962.6,Centre
Scanner,7,269.76,Nord
Téléphone,8,902.2,Ouest
Imprimante,2,300.35,Sud
Téléphone,1,213.61,Est
Ordinateur,7,341.15,Nord
Scanner,1,225.99,Ouest
Scanner,2,229.41,Ouest
Scanner,1,1330.75,Ouest
Téléphone,1,1353.7,Centre
Clavier,3,1114.4,Est
Téléphone,4,1184.29,Nord
Ordinateur,5,572.11,Ouest
Téléphone,5,838.8,Nord
Scanner,2,1231.34,Est
Imprimante,3,759.23,Ouest
Ordinateur,8,1118.59,Nord
Imprimante,2,663.95,Nord
Ordinateur,4,552.05,Ouest
Ordinateur,7,1277.97,Nord
Scanner,9,532.35,Est
Téléphone,3,739.63,Est
Scanner,3,206.79,Sud
Scanner,7,789.35,Centre
Scanner,8,928.28,Est
Imprimante,4,616.45,Centre
Ordinateur,1,987.72,Est
Clavier,5,689.94,Sud
Téléphone,4,668.12,Nord
Scanner,8,662.84,Nord
Ordinateur,7,1296.38,Ouest
Téléphone,2,1105.14,Ouest
Clavier,6,712.17,Sud
Clavier,4,976.13,Centre
Scanner,7,1244.39,Ouest
Clavier,9,711.16,Nord
Clavier,7,1274.25,Ouest
Téléphone,2,306.82,Nord
Téléphone,8,909.75,Centre
Scanner,6,572.12,Sud
Ordinateur,9,193.94,Sud
Scanner,7,1343.03,Centre
Imprimante,5,759.96,Nord
Clavier,8,833.73,Ouest
Ordinateur,7,800.44,Nord
Téléphone,1,836.98,Est
Imprimante,5,899.57,Ouest
Imprimante,7,1313.74,Nord
Clavier,7,1424.23,Est
Téléphone,3,948.1,Ouest
Ordinateur,5,595.13,Est
Téléphone,8,796.78,Est
Clavier,9,1069.21,Centre
Imprimante,9,817.29,Ouest
Clavier,5,427.85,Ouest
Scanner,2,930.09,Est
Imprimante,8,1338.76,Est
Clavier,7,204.49,Nord
Ordinateur,4,152.81,Est
Ordinateur,5,1463.83,Centre
Ordinateur,2,1214.82,Ouest
Scanner,9,648.19,Est
Téléphone,6,91.82,Est
Ordinateur,9,1403.76,Est
Scanner,8,1201.61,Est
Ordinateur,1,930.78,Ouest
Scanner,9,1198.78,Ouest
Ordinateur,9,961.25,Sud
Téléphone,4,1026.96,Nord
Clavier,1,1361.66,Nord
Ordinateur,4,639.64,Est
Clavier,6,815.83,Nord
Ordinateur,4,1182.59,Ouest
Téléphone,9,442.78,Est
Clavier,4,922.1,Ouest
Scanner,8,557.41,Sud
Ordinateur,2,123.61,Centre
Ordinateur,7,274.2,Sud
Scanner,8,214.53,Est
Téléphone,6,845.88,Nord
Imprimante,6,223.85,Nord
Ordinateur,8,836.88,Nord
Scanner,3,1114.18,Ouest
Imprimante,2,966.53,Ouest
Ordinateur,9,1136.19,Est
Clavier,8,762.57,Centre
Scanner,5,1120.33,Ouest
Clavier,5,1197.74,Ouest
Téléphone,6,413.68,Ouest
Imprimante,6,1291.88,Centre
Scanner,2,1407.63,Est
Ordinateur,7,1110.36,Sud
Ordinateur,3,1458.37,Nord
Imprimante,8,143.85,Ouest
Clavier,9,267.77,Centre
Clavier,3,1359.09,Nord
Scanner,6,94.78,Centre
Scanner,8,902.67,Sud
Clavier,6,439.71,Nord
Scanner,3,709.86,Ouest
Clavier,4,610.16,Centre
Imprimante,9,322.97,Ouest
Scanner,1,899.42,Sud
Clavier,4,343.7,Nord
Scanner,1,640.41,Ouest
Ordinateur,8,1167.13,Centre
Ordinateur,7,1020.62,Nord
Téléphone,7,991.88,Est
Clavier,2,775.32,Sud
Téléphone,6,323.64,Sud
Clavier,8,695.75,Nord
Scanner,8,731.14,Centre
Clavier,5,344.2,Sud
Ordinateur,8,922.22,Nord
Scanner,2,794.06,Est
Ordinateur,4,524.35,Nord
Scanner,2,350.62,Nord
Clavier,5,256.42,Nord
Clavier,3,1326.99,Est
Ordinateur,6,1411.73,Nord
Imprimante,7,1237.45,Nord
Clavier,6,911.34,Centre
Imprimante,2,1444.41,Nord
Scanner,2,727.58,Sud
Imprimante,4,114.84,Centre
Ordinateur,7,591.69,Centre
Téléphone,8,309.65,Est
Téléphone,5,1052.74,Sud
Ordinateur,1,479.16,Centre
Téléphone,9,730.72,Est
Ordinateur,8,1404.86,Centre
Clavier,1,1489.15,Nord
Imprimante,9,825.71,Sud
Téléphone,5,449.3,Centre
Clavier,8,687.21,Sud
Téléphone,2,1319.24,Est
Scanner,7,395.27,Nord
Ordinateur,9,140.71,Est
Ordinateur,7,1236.02,Nord
Clavier,9,818.36,Centre
Scanner,4,1350.54,Centre
Imprimante,5,1043.73,Nord
Scanner,7,101.46,Ouest
Scanner,1,1191.57,Est
Imprimante,2,326.68,Ouest
Imprimante,2,233.8,Ouest
Scanner,9,865.46,Ouest
Téléphone,3,688.99,Sud
Téléphone,9,487.51,Sud
Scanner,1,903.53,Nord
Téléphone,3,1127.68,Nord
Imprimante,2,765.36,Est
Imprimante,2,1192.76,Centre
Téléphone,1,656.96,Nord
Imprimante,6,773.33,Est
Ordinateur,5,839.39,Centre
Imprimante,5,507.42,Sud
Scanner,9,577.0,Est
Clavier,6,791.71,Ouest
Téléphone,9,1330.86,Ouest
Téléphone,4,848.0,Ouest
Imprimante,7,207.55,Sud
Imprimante,4,1109.9,Centre
Clavier,1,798.69,Est
Clavier,4,629.21,Ouest
Scanner,2,1052.5,Ouest
Ordinateur,5,291.86,Sud
Scanner,2,1188.72,Centre
Téléphone,2,1088.72,Centre
Imprimante,4,318.8,Centre
Scanner,7,1277.26,Centre
Imprimante,3,329.51,Centre
Imprimante,7,1032.3,Sud
Scanner,9,583.43,Nord
Scanner,3,1145.71,Centre
Clavier,4,134.1,Centre
Ordinateur,1,412.25,Ouest
Clavier,7,732.22,Sud
Ordinateur,1,1086.27,Centre
Scanner,3,942.38,Ouest
Ordinateur,9,1433.35,Sud
Téléphone,5,860.58,Ouest
Clavier,2,487.62,Centre
Clavier,9,678.83,Ouest
Clavier,6,159.4,Nord
Imprimante,9,219.59,Sud
Imprimante,4,800.49,Ouest
Scanner,6,1464.75,Est
Scanner,7,404.58,Nord
Imprimante,6,1176.93,Centre
Clavier,4,581.56,Est
Imprimante,8,96.09,Centre
Ordinateur,6,287.61,Est
Clavier,2,951.32,Nord
Imprimante,6,382.09,Nord
Scanner,1,1284.58,Est
Imprimante,9,582.03,Centre
Téléphone,7,377.13,Nord
Imprimante,8,1179.4,Centre
Clavier,4,280.35,Sud
Imprimante,8,1431.53,Sud
Scanner,1,394.8,Est
Ordinateur,4,1232.13,Nord
Téléphone,6,799.4,Nord
Clavier,7,1121.72,Ouest
Scanner,3,250.03,Est
Téléphone,2,352.08,Nord
Imprimante,9,337.45,Sud
Téléphone,1,244.72,Sud
Ordinateur,1,434.23,Centre
Téléphone,2,1267.83,Sud
Téléphone,5,1134.0,Nord
Imprimante,1,494.28,Ouest
Imprimante,6,580.18,Nord
Clavier,8,1115.18,Ouest
Imprimante,2,1244.41,Est
Téléphone,5,664.8,Ouest
Ordinateur,3,1123.95,Est
Imprimante,2,875.2,Centre
Clavier,6,1488.64,Nord
Clavier,1,1051.27,Nord
Téléphone,8,1120.01,Sud
Imprimante,6,1272.17,Est
Imprimante,4,256.79,Ouest
Clavier,5,582.84,Est
Imprimante,2,762.66,Ouest
Téléphone,8,271.46,Centre
Ordinateur,6,574.77,Sud
Téléphone,6,1044.19,Ouest
Imprimante,3,413.25,Sud
Téléphone,1,748.08,Nord
Scanner,8,247.94,Ouest
Scanner,7,215.43,Est
Imprimante,1,582.59,Sud
Imprimante,8,1104.06,Ouest
Ordinateur,2,812.88,Centre
Téléphone,8,961.1,Ouest
Ordinateur,5,634.38,Ouest
Imprimante,8,900.01,Nord
Imprimante,6,751.91,Sud
Clavier,2,626.13,Centre
Ordinateur,7,84.95,Est
Imprimante,6,1275.82,Centre
Scanner,4,1430.82,Sud
Clavier,9,818.33,Sud
Téléphone,4,698.01,Est
Clavier,1,1158.55,Est
Téléphone,3,68.63,Est
Scanner,8,250.79,Sud
Téléphone,3,452.44,Est
Ordinateur,7,171.78,Sud
Téléphone,1,116.53,Est
Téléphone,4,1411.22,Ouest
Clavier,4,317.76,Sud
Scanner,9,909.71,Ouest
Téléphone,1,831.18,Ouest
Ordinateur,9,464.93,Nord
Clavier,8,988.93,Nord
Scanner,6,521.91,Sud
Scanner,4,713.54,Sud
Imprimante,6,602.1,Ouest
Ordinateur,6,1370.5,Est
Clavier,2,1399.18,Nord
Clavier,7,592.36,Sud
Ordinateur,9,408.12,Est
Scanner,8,1117.99,Centre
Téléphone,3,506.87,Ouest
Ordinateur,8,747.3,Centre
Clavier,4,838.47,Est
Ordinateur,1,1481.06,Est
Scanner,3,605.34,Nord
Imprimante,1,644.29,Est
Imprimante,5,148.89,Ouest
Téléphone,9,1011.26,Sud
Téléphone,7,327.0,Ouest
Scanner,3,939.69,Centre
Téléphone,7,400.88,Centre
Imprimante,8,1419.53,Est
Scanner,4,166.86,Sud
Scanner,3,1398.18,Nord
Scanner,2,848.58,Est
Ordinateur,8,1408.84,Sud
Téléphone,3,765.06,Nord
Clavier,7,115.32,Nord
Imprimante,2,336.89,Ouest
Téléphone,5,559.53,Sud
Imprimante,5,1409.51,Est
Téléphone,9,1151.0,Ouest
Clavier,8,922.37,Nord
Imprimante,8,687.48,Nord
Clavier,2,697.94,Nord
Imprimante,2,996.29,Sud
Ordinateur,7,1094.41,Nord
Ordinateur,4,742.24,Nord
Imprimante,3,1207.44,Centre
Imprimante,3,810.45,Nord
Clavier,7,796.48,Nord
Scanner,1,990.22,Sud
Imprimante,4,1201.58,Est
Téléphone,6,915.68,Sud
Téléphone,9,1388.11,Nord
Téléphone,1,1321.06,Nord
Ordinateur,1,1166.34,Centre
Clavier,2,720.25,Sud
Ordinateur,7,938.58,Centre
Téléphone,7,784.63,Ouest
Imprimante,5,58.98,Centre
Téléphone,4,1011.21,Centre
Imprimante,6,1377.62,Centre
Clavier,8,802.41,Ouest
Scanner,7,297.24,Nord
Imprimante,2,716.24,Sud
Ordinateur,2,54.4,Est
Téléphone,6,1122.83,Sud
Téléphone,1,1019.33,Sud
Téléphone,5,994.9,Nord
Imprimante,1,679.26,Est
Clavier,7,618.42,Nord
Imprimante,3,445.36,Est
Ordinateur,9,1378.4,Centre
Téléphone,5,584.73,Est
Imprimante,1,854.33,Sud
Téléphone,4,713.08,Ouest
Ordinateur,8,1008.17,Ouest
Scanner,7,1473.53,Sud
Scanner,6,890.89,Est
Scanner,9,640.66,Centre
Téléphone,4,929.16,Ouest
Imprimante,1,99.36,Sud
Téléphone,6,1361.59,Est
Clavier,4,294.01,Est
Imprimante,1,833.34,Centre
Ordinateur,3,600.52,Est
Scanner,1,1283.5,Est
Imprimante,5,1446.12,Ouest
Imprimante,8,140.07,Est
Scanner,2,349.89,Centre
Ordinateur,6,1281.53,Ouest
Téléphone,6,708.39,Nord
Téléphone,5,967.13,Centre
Imprimante,7,588.07,Ouest
Scanner,1,824.78,Sud
Clavier,4,436.98,Sud
Ordinateur,6,905.6,Ouest
Téléphone,4,677.79,Ouest
Ordinateur,6,1038.02,Est
Ordinateur,2,931.79,Nord
Ordinateur,9,243.88,Ouest
Scanner,4,326.22,Ouest
Scanner,5,83.62,Sud
Scanner,7,569.29,Est
Imprimante,8,445.72,Est
Scanner,1,169.32,Centre
Imprimante,7,1033.25,Ouest
Téléphone,9,1088.13,Est
Téléphone,2,1010.33,Ouest
Téléphone,2,387.93,Ouest
Téléphone,4,961.04,Nord
Téléphone,1,600.64,Ouest
Scanner,9,64.87,Est
Clavier,5,1452.93,Ouest
Scanner,3,1090.75,Ouest
Clavier,6,396.02,Sud
Scanner,7,498.65,Est
Téléphone,4,1352.26,Centre
Ordinateur,2,419.68,Est
Clavier,5,183.89,Est
Ordinateur,7,1269.6,Est
Téléphone,3,1061.56,Sud
Clavier,2,836.91,Centre
Ordinateur,2,853.75,Ouest
Scanner,4,1047.36,Est
Téléphone,4,1370.66,Ouest
Scanner,5,1242.6,Sud
Scanner,3,388.22,Sud
Téléphone,1,983.32,Est
Clavier,4,1023.38,Ouest
Imprimante,1,1241.41,Ouest
Imprimante,8,1370.95,Nord
Téléphone,5,134.96,Est
Imprimante,2,187.02,Centre
Ordinateur,5,188.08,Est
Clavier,5,1053.62,Centre
Scanner,1,1395.95,Centre
Scanner,5,894.07,Ouest
Téléphone,8,873.43,Centre
Scanner,2,1267.75,Centre
Ordinateur,8,1488.78,Nord
Ordinateur,8,1415.7,Centre
Téléphone,1,929.91,Sud
Scanner,4,1496.37,Centre
Imprimante,5,1098.67,Sud
Imprimante,8,1065.85,Ouest
Clavier,3,191.63,Est
Téléphone,1,480.75,Sud
Clavier,7,895.83,Ouest
Imprimante,4,1061.61,Centre
Imprimante,5,342.31,Centre
Imprimante,6,1223.04,Sud
Clavier,4,1319.7,Est
Téléphone,1,1285.02,Est
Ordinateur,8,829.27,Ouest
Ordinateur,9,542.74,Sud
Imprimante,3,1270.78,Est
Téléphone,4,1126.02,Ouest
Téléphone,5,104.87,Centre
Scanner,9,776.68,Centre
Scanner,5,1243.44,Est
Clavier,7,875.38,Ouest
Scanner,3,438.81,Sud
Clavier,1,73.96,Est
Ordinateur,6,378.68,Centre
Imprimante,1,937.19,Centre
Téléphone,6,416.96,Est
Ordinateur,8,66.47,Sud
Ordinateur,9,151.44,Nord
Clavier,8,600.78,Sud
Imprimante,5,723.98,Sud
Clavier,7,1150.66,Ouest
Ordinateur,6,835.14,Centre
Téléphone,9,1179.3,Est
Scanner,4,267.23,Centre
Clavier,8,557.95,Ouest
Ordinateur,9,800.35,Sud
Scanner,7,72.68,Nord
Scanner,7,1443.19,Centre
Ordinateur,2,1387.92,Sud
Imprimante,9,1012.92,Est
Ordinateur,5,359.47,Ouest
Téléphone,3,249.93,Est
Scanner,4,1337.83,Sud
Téléphone,2,467.25,Nord
Clavier,3,596.02,Ouest
Scanner,6,623.7,Sud
Imprimante,1,359.07,Centre
Ordinateur,2,1100.63,Nord
Clavier,4,883.79,Ouest
Téléphone,1,1338.69,Ouest
Clavier,6,368.19,Centre
Imprimante,4,542.28,Est
Ordinateur,2,767.29,Sud
Clavier,4,734.8,Sud
Téléphone,8,1473.36,Sud
Clavier,6,914.44,Ouest
Ordinateur,1,644.92,Centre
Clavier,5,463.57,Ouest
Téléphone,6,887.16,Ouest
Ordinateur,4,842.58,Centre
Imprimante,4,786.69,Nord
Imprimante,3,1418.48,Nord
Scanner,6,781.1,Centre
Clavier,9,380.66,Nord
Téléphone,7,276.13,Est
Clavier,9,1369.0,Sud
Ordinateur,6,1496.86,Nord
Scanner,2,908.88,Sud
Téléphone,6,1104.34,Centre
Clavier,7,659.71,Centre
Téléphone,2,1299.62,Est
Ordinateur,1,552.72,Sud
Scanner,6,77.86,Nord
Téléphone,8,105.27,Est
Ordinateur,6,1247.1,Nord
Imprimante,8,660.21,Sud
Téléphone,6,1453.21,Nord
Scanner,6,655.56,Est
Téléphone,8,1421.64,Nord
Téléphone,3,732.29,Nord
Ordinateur,3,1096.48,Ouest
Clavier,6,475.17,Ouest
Clavier,4,845.88,Sud
Téléphone,7,522.07,Est
Scanner,7,1031.53,Ouest
Scanner,9,380.32,Ouest
Ordinateur,2,568.97,Centre
Téléphone,2,969.22,Centre
Téléphone,6,490.33,Est
Clavier,9,454.77,Nord
Ordinateur,7,601.55,Ouest
Imprimante,6,951.42,Ouest
Scanner,5,533.1,Sud
Scanner,8,680.04,Centre
Téléphone,2,80.39,Est
Ordinateur,3,1064.99,Centre
Imprimante,6,1227.07,Sud
Scanner,1,1249.29,Ouest
Ordinateur,8,846.85,Nord
Imprimante,9,666.16,Centre
Téléphone,2,319.77,Ouest
Clavier,9,1001.12,Nord
Scanner,5,886.21,Centre
Scanner,8,673.25,Ouest
Imprimante,1,941.31,Nord
Clavier,1,1433.69,Ouest
Ordinateur,4,246.97,Sud
Téléphone,1,1448.75,Est
Ordinateur,1,876.85,Est
Imprimante,5,1256.4,Sud
Scanner,2,1490.92,Ouest
Scanner,4,1396.28,Centre
Ordinateur,8,628.82,Ouest
Téléphone,6,713.86,Centre
Imprimante,2,928.51,Nord
Téléphone,3,975.06,Est
Imprimante,2,380.94,Centre
Téléphone,4,1424.33,Sud
Ordinateur,5,1250.52,Est
Clavier,9,238.9,Nord
Imprimante,7,1487.41,Centre
Ordinateur,8,1494.26,Sud
Scanner,7,563.8,Nord
Scanner,8,1280.0,Ouest
Téléphone,5,427.96,Est
Scanner,3,282.24,Est
Clavier,7,1288.91,Est
Imprimante,1,863.74,Sud
Téléphone,3,139.13,Nord
Imprimante,7,1257.29,Sud
Imprimante,4,606.06,Est
Ordinateur,7,294.91,Ouest
Scanner,6,814.38,Sud
Imprimante,4,731.75,Centre
Clavier,7,1215.08,Centre
Clavier,8,744.19,Est
Scanner,8,1013.09,Est
Scanner,7,563.2,Sud
Téléphone,2,208.86,Ouest
Téléphone,8,112.96,Est
Téléphone,5,514.85,Sud
Scanner,9,1019.42,Nord
Imprimante,6,65.52,Nord
Ordinateur,4,411.05,Nord
Téléphone,9,269.64,Ouest
Ordinateur,1,720.5,Ouest
Clavier,4,1132.1,Sud
Scanner,5,851.41,Nord
Clavier,4,931.96,Est
Téléphone,9,1421.99,Est
Imprimante,1,713.03,Ouest
Téléphone,3,1230.39,Nord
Ordinateur,9,548.58,Centre
Téléphone,7,949.54,Est
Imprimante,5,1164.01,Centre
Imprimante,6,1249.31,Centre
Scanner,4,371.91,Est
Scanner,5,419.75,Ouest
Imprimante,8,596.59,Nord
Imprimante,5,412.75,Nord
Ordinateur,2,832.98,Ouest
Téléphone,8,1220.18,Ouest
Scanner,3,272.56,Ouest
Ordinateur,5,640.65,Sud
Téléphone,6,1103.71,Nord
Scanner,1,1070.23,Est
Ordinateur,3,396.23,Ouest
Clavier,1,1007.59,Sud
Clavier,7,1451.62,Centre
Scanner,2,958.08,Ouest
Ordinateur,7,524.33,Centre
Téléphone,3,796.73,Ouest
Téléphone,3,540.03,Est
Ordinateur,1,821.07,Est
Clavier,7,1269.13,Ouest
Ordinateur,8,244.11,Ouest
Clavier,4,648.78,Nord
Clavier,9,969.27,Est
Téléphone,4,724.36,Sud
Scanner,5,1183.29,Centre
Imprimante,6,284.04,Centre
Ordinateur,9,1318.15,Est
Clavier,9,1468.5,Centre
Ordinateur,8,571.85,Sud
Scanner,2,215.13,Ouest
Scanner,1,1482.11,Sud
Imprimante,2,558.74,Est
Imprimante,6,763.64,Sud
Clavier,7,401.9,Est
Imprimante,6,130.42,Centre
Clavier,1,231.91,Ouest
Téléphone,1,394.75,Sud
Clavier,1,1482.47,Centre
Imprimante,1,1204.74,Ouest
Ordinateur,1,659.81,Sud
Imprimante,2,513.0,Nord
Scanner,2,258.39,Ouest
Imprimante,4,753.2,Centre
Téléphone,3,1365.33,Ouest
Clavier,4,1490.22,Centre
Scanner,5,1357.7,Ouest
Clavier,4,145.31,Sud
Clavier,3,279.2,Est
Imprimante,3,255.3,Nord
Ordinateur,4,284.27,Nord
Scanner,6,230.31,Centre
Téléphone,7,189.72,Est
Téléphone,4,558.03,Nord
Ordinateur,8,279.02,Sud
Ordinateur,6,259.87,Nord
Imprimante,5,810.48,Est
Téléphone,8,344.6,Centre
Scanner,6,58.88,Ouest
Ordinateur,1,1059.37,Nord
Ordinateur,1,526.4,Est
Ordinateur,6,1118.75,Nord
Scanner,8,1344.97,Centre
Téléphone,9,1391.66,Sud
Scanner,4,307.72,Ouest
Scanner,7,1025.31,Ouest
Imprimante,9,158.71,Sud
Ordinateur,8,721.64,Sud
Téléphone,8,668.77,Nord
Imprimante,1,344.59,Centre
Imprimante,6,1173.75,Ouest
Clavier,9,1374.28,Centre
Ordinateur,8,424.23,Ouest
Téléphone,2,411.5,Est
Téléphone,5,333.69,Centre
Téléphone,4,1046.05,Nord
Ordinateur,8,131.78,Centre
Téléphone,9,142.47,Sud
Scanner,3,302.42,Sud
Scanner,9,841.36,Centre
Ordinateur,1,416.39,Centre
Téléphone,7,1481.57,Ouest
Clavier,8,623.03,Ouest
Clavier,6,731.7,Est
Clavier,4,144.78,Est
Scanner,4,1073.0,Ouest
Clavier,7,1193.45,Est
Téléphone,6,534.63,Est
Téléphone,4,1102.6,Nord
Clavier,5,380.17,Centre
Imprimante,4,1207.19,Nord
Clavier,1,836.23,Nord
Imprimante,4,625.98,Est
Ordinateur,6,1094.31,Centre
Ordinateur,2,941.08,Sud
Téléphone,7,821.98,Sud
Scanner,9,355.98,Nord
Téléphone,2,1281.71,Nord
Téléphone,7,676.19,Centre
Scanner,2,696.01,Centre
Téléphone,9,341.77,Nord
Scanner,1,1400.49,Est
Téléphone,4,854.15,Ouest
Ordinateur,2,721.08,Centre
Imprimante,1,1467.22,Centre
Téléphone,2,580.68,Centre
Imprimante,6,95.96,Centre
Clavier,5,382.58,Sud
Téléphone,1,1132.42,Ouest
Ordinateur,3,276.42,Ouest
Scanner,6,275.98,Est
Ordinateur,5,710.84,Centre
Imprimante,6,706.56,Ouest
Scanner,8,716.83,Est
Ordinateur,6,368.07,Ouest
Ordinateur,5,294.31,Sud
Ordinateur,4,1165.12,Sud
Scanner,5,925.66,Sud
Ordinateur,9,515.68,Centre
Ordinateur,6,335.78,Nord
Imprimante,5,1322.57,Sud
Ordinateur,8,247.99,Sud
Ordinateur,5,896.61,Sud
Clavier,5,934.83,Nord
Scanner,8,1292.44,Nord
Clavier,9,132.38,Sud
Imprimante,8,496.22,Centre
Clavier,9,1450.8,Sud
Téléphone,9,874.87,Est
Scanner,8,655.73,Centre
Ordinateur,7,509.4,Centre
Clavier,7,266.37,Nord
Clavier,1,321.34,Sud
Ordinateur,7,1179.98,Nord
Ordinateur,6,404.18,Nord
Imprimante,1,368.79,Nord
Clavier,8,512.74,Sud
Clavier,9,1146.67,Est
Téléphone,2,659.49,Sud
Téléphone,4,91.23,Centre
Clavier,7,793.91,Nord
Téléphone,1,453.24,Est
Clavier,8,714.35,Sud
Scanner,9,1330.82,Ouest
Imprimante,8,335.42,Nord
Téléphone,2,540.91,Est
Clavier,8,1420.59,Nord
Téléphone,8,1171.27,Centre
Imprimante,2,447.71,Ouest
Scanner,9,204.2,Ouest
Ordinateur,1,1404.2,Ouest
Ordinateur,7,260.83,Centre
Téléphone,2,578.83,Est
Clavier,8,531.13,Centre
Imprimante,8,218.22,Sud
Scanner,4,196.18,Est
Scanner,8,459.46,Sud
Scanner,5,583.92,Nord
Ordinateur,9,1454.93,Est
Imprimante,1,827.73,Nord
Ordinateur,5,1368.19,Nord
Téléphone,9,236.3,Nord
Scanner,6,395.82,Est
Imprimante,4,286.09,Ouest
